"BIRD","Sex","Bird.age1","Season","DNA.Date1","DNA.Date2","Group1","Group2","Start.Error","Plate","RTL1","RTL2","Total.rain","Period","Ad.GS","Dominance","Dmonths","Season.plus"
"27","M",1614,"2014-15","2014-03-30","2014-09-23","TO","TO",2,"N2",0.586295508,0.565922749,452,"WINTER",4.14044943820225,"SUB",-0.0128366924642871,"2014-15_1"
"82","F",800,"2014-15","2014-04-01","2014-09-22","YI","YI",1,"L2",1.210170814,1.27147894,452,"WINTER",3.54857142857143,"SUB",0.0199562850546045,"2014-15_1"
"46","M",1132,"2014-15","2014-04-04","2014-09-30","RA","RA",3,"J2",1.129994621,0.708711768,456,"WINTER",4.06111111111111,"SUB",-0.0638472964778705,"2014-15_1"
"12","M",2281,"2014-15","2014-04-13","2014-09-27","CA","CA",1,"E2",0.663482706,0.754664692,456,"WINTER",3.45833333333333,"DOM",0.00887482748060584,"2014-15_1"
"19","M",1861,"2014-15","2014-04-13","2014-09-19","HY","HY",1,"B2",0.984979208,0.876987336,452,"WINTER",3.975,"SUB",-0.0175825032715649,"2014-15_1"
"101","M",843,"2014-15","2014-04-14","2014-10-01","KU","KU",1,"P1",0.803789888,0.850347012,456,"WINTER",4.32748538011696,"SUB",0.00520101323659516,"2014-15_1"
"51","M",2248,"2014-15","2014-04-15","2014-10-01","XM","XM",19,"I2",1.195087276,1.280943643,456,"WINTER",2.74117647058824,"DOM",0.024433134608646,"2014-15_1"
"6","F",2294,"2014-15","2014-04-16","2014-11-03","IN","IN",2,"D2",0.735978291,0.947838586,461,"WINTER",3.48019801980198,"DOM",0.0272896624281651,"2014-15_1"
"13","F",2288,"2014-15","2014-04-16","2014-09-18","YE","YE",1,"L2",0.955383246,1.164613969,452,"WINTER",2.91025641025641,"DOM",0.0423535041965237,"2014-15_1"
"95","M",1139,"2014-15","2014-04-23","2014-09-24","DI","DI",1,"K2",1.659438716,1.124368225,456,"WINTER",3.76129032258065,"DOM",-0.0782261713502521,"2014-15_1"
"103","M",845,"2014-15","2014-04-29","2014-09-24","EL","DI",1,"C2",1.152454158,1.263649746,456,"WINTER",3.79194630872483,"SUB",0.0315153615933863,"2014-15_1"
"30","F",1637,"2014-15","2014-04-30","2014-09-19","DA","DA",3,"P1",0.663370945,0.800819553,452,"WINTER",2.76923076923077,"DOM",0.0202077799378956,"2014-15_1"
"69","M",1557,"2014-15","2014-05-02","2014-09-23","NY","NY",1,"E2",0.582192595,0.81930601,452,"WINTER",2.57931034482759,"DOM",0.0377140782859804,"2014-15_1"
"35","M",1675,"2014-15","2014-05-05","2014-09-30","BO","BO",9,"I2",0.907756127,1.051202242,456,"WINTER",4.4496644295302,"DOM",0.0293228629874404,"2014-15_1"
"3","F",2350,"2014-15","2014-05-05","2014-10-30","BO","BO",1,"H2",1.219195925,1.273238285,456,"WINTER",4.54189944134078,"DOM",0.0185509730650628,"2014-15_1"
"7","F",2317,"2014-15","2014-05-08","2014-10-26","CA","CA",3,"X2",0.812653891,0.964719527,456,"WINTER",3.73255813953488,"DOM",0.0239545587488958,"2014-15_1"
